oferta_ganadora,marca,modelo,año,antiguedad,kilometraje,km_por_año,transmisión,combustible,cilindrada,tracción,valor_inicial,numero_pujas,visitas,ratio_oferta_inicial,mandante,numero_propietarios,meses_dueño_actual,funciona,tiene_llaves,es_chatarra,limitaciones_dominio,permiso_circulacion_vigente,revision_tecnica_vigente,tiene_multas,monto_multas_utm
6300000,VOLKSWAGEN,GOLF,2017,8,103829.0,11536.555555555555,MECANICA,DIESEL,2.0,4X2,3000000,10,1.658,2.1,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
6300000,VOLKSWAGEN,GOLF,2017,8,103829.0,11536.555555555555,MECANICA,DIESEL,2.0,4X2,3000000,10,1.658,2.1,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
6300000,VOLKSWAGEN,GOLF,2017,8,103829.0,11536.555555555555,MECANICA,DIESEL,2.0,4X2,3000000,10,1.658,2.1,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
6300000,VOLKSWAGEN,GOLF,2017,8,103829.0,11536.555555555555,MECANICA,DIESEL,2.0,4X2,3000000,10,1.658,2.1,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
6300000,VOLKSWAGEN,GOLF,2017,8,103829.0,11536.555555555555,MECANICA,DIESEL,2.0,4X2,3000000,10,1.658,2.1,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
6300000,VOLKSWAGEN,GOLF,2017,8,103829.0,11536.555555555555,MECANICA,DIESEL,2.0,4X2,3000000,10,1.658,2.1,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
6300000,VOLKSWAGEN,GOLF,2017,8,103829.0,11536.555555555555,MECANICA,DIESEL,2.0,4X2,3000000,10,1.658,2.1,Particular,2.0,16.0,1,1,0,0,0,1,1,13.0
6300000,VOLKSWAGEN,GOLF,2017,8,103829.0,11536.555555555555,MECANICA,DIESEL,2.0,4X2,3000000,10,1.658,2.1,Particular,4.0,16.0,1,1,0,0,1,1,0,0.0
6300000,VOLKSWAGEN,GOLF,2017,8,103829.0,11536.555555555555,MECANICA,DIESEL,2.0,4X2,3000000,10,1.658,2.1,Particular,5.0,5.0,0,0,0,0,0,0,0,0.0
6300000,VOLKSWAGEN,GOLF,2017,8,103829.0,11536.555555555555,MECANICA,DIESEL,2.0,4X2,3000000,10,1.658,2.1,Particular,2.0,16.0,0,0,0,0,0,1,0,0.0
6300000,VOLKSWAGEN,GOLF,2017,8,103829.0,11536.555555555555,MECANICA,DIESEL,2.0,4X2,3000000,10,1.658,2.1,Particular,2.0,16.0,0,0,0,0,0,1,0,0.0
6300000,VOLKSWAGEN,GOLF,2017,8,103829.0,11536.555555555555,MECANICA,DIESEL,2.0,4X2,3000000,10,1.658,2.1,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
6300000,VOLKSWAGEN,GOLF,2017,8,103829.0,11536.555555555555,MECANICA,DIESEL,2.0,4X2,3000000,10,1.658,2.1,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
6300000,VOLKSWAGEN,GOLF,2017,8,103829.0,11536.555555555555,MECANICA,DIESEL,2.0,4X2,3000000,10,1.658,2.1,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
6300000,VOLKSWAGEN,GOLF,2017,8,103829.0,11536.555555555555,MECANICA,DIESEL,2.0,4X2,3000000,10,1.658,2.1,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
5800000,NISSAN,VERSA,2023,2,33793.0,11264.333333333334,AUTOMATICA,GASOLINA,1.6,4X2,1000000,15,773.0,5.8,Particular,1.0,18.0,0,0,0,0,0,0,0,0.0
5800000,NISSAN,VERSA,2023,2,33793.0,11264.333333333334,AUTOMATICA,GASOLINA,1.6,4X2,1000000,15,773.0,5.8,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
5800000,NISSAN,VERSA,2023,2,33793.0,11264.333333333334,AUTOMATICA,GASOLINA,1.6,4X2,1000000,15,773.0,5.8,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
5800000,NISSAN,VERSA,2023,2,33793.0,11264.333333333334,AUTOMATICA,GASOLINA,1.6,4X2,1000000,15,773.0,5.8,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
5800000,NISSAN,VERSA,2023,2,33793.0,11264.333333333334,AUTOMATICA,GASOLINA,1.6,4X2,1000000,15,773.0,5.8,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
5800000,NISSAN,VERSA,2023,2,33793.0,11264.333333333334,AUTOMATICA,GASOLINA,1.6,4X2,1000000,15,773.0,5.8,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
5800000,NISSAN,VERSA,2023,2,33793.0,11264.333333333334,AUTOMATICA,GASOLINA,1.6,4X2,1000000,15,773.0,5.8,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
5800000,NISSAN,VERSA,2023,2,33793.0,11264.333333333334,AUTOMATICA,GASOLINA,1.6,4X2,1000000,15,773.0,5.8,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
5800000,NISSAN,VERSA,2023,2,33793.0,11264.333333333334,AUTOMATICA,GASOLINA,1.6,4X2,1000000,15,773.0,5.8,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
5800000,NISSAN,VERSA,2023,2,33793.0,11264.333333333334,AUTOMATICA,GASOLINA,1.6,4X2,1000000,15,773.0,5.8,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
5800000,NISSAN,VERSA,2023,2,33793.0,11264.333333333334,AUTOMATICA,GASOLINA,1.6,4X2,1000000,15,773.0,5.8,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
5800000,NISSAN,VERSA,2023,2,33793.0,11264.333333333334,AUTOMATICA,GASOLINA,1.6,4X2,1000000,15,773.0,5.8,Particular,1.0,1.0,0,0,0,0,0,0,0,0.0
5800000,NISSAN,VERSA,2023,2,33793.0,11264.333333333334,AUTOMATICA,GASOLINA,1.6,4X2,1000000,15,773.0,5.8,Particular,1.0,18.0,0,0,0,0,0,0,0,0.0
5800000,NISSAN,VERSA,2023,2,33793.0,11264.333333333334,AUTOMATICA,GASOLINA,1.6,4X2,1000000,15,773.0,5.8,Particular,2.0,16.0,0,0,0,0,1,0,0,0.0
5800000,NISSAN,VERSA,2023,2,33793.0,11264.333333333334,AUTOMATICA,GASOLINA,1.6,4X2,1000000,15,773.0,5.8,Particular,2.0,16.0,0,0,0,0,0,1,0,0.0
5800000,NISSAN,VERSA,2023,2,33793.0,11264.333333333334,AUTOMATICA,GASOLINA,1.6,4X2,1000000,15,773.0,5.8,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
5800000,NISSAN,VERSA,2023,2,33793.0,11264.333333333334,AUTOMATICA,GASOLINA,1.6,4X2,1000000,15,773.0,5.8,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
5800000,NISSAN,VERSA,2023,2,33793.0,11264.333333333334,AUTOMATICA,GASOLINA,1.6,4X2,1000000,15,773.0,5.8,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1700000,NISSAN,VERSA,2016,9,92294.0,9229.4,MECANICA,GASOLINA,1.6,4X2,1000000,3,602.0,1.7,Particular,1.0,113.0,0,0,0,0,0,0,0,0.0
1700000,NISSAN,VERSA,2016,9,92294.0,9229.4,MECANICA,GASOLINA,1.6,4X2,1000000,3,602.0,1.7,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1700000,NISSAN,VERSA,2016,9,92294.0,9229.4,MECANICA,GASOLINA,1.6,4X2,1000000,3,602.0,1.7,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1700000,NISSAN,VERSA,2016,9,92294.0,9229.4,MECANICA,GASOLINA,1.6,4X2,1000000,3,602.0,1.7,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1700000,NISSAN,VERSA,2016,9,92294.0,9229.4,MECANICA,GASOLINA,1.6,4X2,1000000,3,602.0,1.7,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1700000,NISSAN,VERSA,2016,9,92294.0,9229.4,MECANICA,GASOLINA,1.6,4X2,1000000,3,602.0,1.7,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1700000,NISSAN,VERSA,2016,9,92294.0,9229.4,MECANICA,GASOLINA,1.6,4X2,1000000,3,602.0,1.7,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1700000,NISSAN,VERSA,2016,9,92294.0,9229.4,MECANICA,GASOLINA,1.6,4X2,1000000,3,602.0,1.7,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1700000,NISSAN,VERSA,2016,9,92294.0,9229.4,MECANICA,GASOLINA,1.6,4X2,1000000,3,602.0,1.7,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1700000,NISSAN,VERSA,2016,9,92294.0,9229.4,MECANICA,GASOLINA,1.6,4X2,1000000,3,602.0,1.7,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1700000,NISSAN,VERSA,2016,9,92294.0,9229.4,MECANICA,GASOLINA,1.6,4X2,1000000,3,602.0,1.7,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1700000,NISSAN,VERSA,2016,9,92294.0,9229.4,MECANICA,GASOLINA,1.6,4X2,1000000,3,602.0,1.7,Particular,1.0,13.0,1,0,0,0,1,0,0,0.0
1700000,NISSAN,VERSA,2016,9,92294.0,9229.4,MECANICA,GASOLINA,1.6,4X2,1000000,3,602.0,1.7,Particular,1.0,113.0,0,0,0,0,1,0,0,0.0
1700000,NISSAN,VERSA,2016,9,92294.0,9229.4,MECANICA,GASOLINA,1.6,4X2,1000000,3,602.0,1.7,Particular,2.0,16.0,0,0,0,0,1,0,0,0.0
1700000,NISSAN,VERSA,2016,9,92294.0,9229.4,MECANICA,GASOLINA,1.6,4X2,1000000,3,602.0,1.7,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1700000,NISSAN,VERSA,2016,9,92294.0,9229.4,MECANICA,GASOLINA,1.6,4X2,1000000,3,602.0,1.7,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1700000,NISSAN,VERSA,2016,9,92294.0,9229.4,MECANICA,GASOLINA,1.6,4X2,1000000,3,602.0,1.7,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1700000,NISSAN,VERSA,2016,9,92294.0,9229.4,MECANICA,GASOLINA,1.6,4X2,1000000,3,602.0,1.7,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1000000,HYUNDAI,ELANTRA,2012,13,344117.0,10269.333333333334,AUTOMATICA,GASOLINA,1.8,4X2,1000000,1,317.0,1.0,Particular,7.0,22.0,0,0,0,0,0,0,0,0.0
1000000,HYUNDAI,ELANTRA,2012,13,344117.0,10269.333333333334,AUTOMATICA,GASOLINA,1.8,4X2,1000000,1,317.0,1.0,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1000000,HYUNDAI,ELANTRA,2012,13,344117.0,10269.333333333334,AUTOMATICA,GASOLINA,1.8,4X2,1000000,1,317.0,1.0,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1000000,HYUNDAI,ELANTRA,2012,13,344117.0,10269.333333333334,AUTOMATICA,GASOLINA,1.8,4X2,1000000,1,317.0,1.0,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1000000,HYUNDAI,ELANTRA,2012,13,344117.0,10269.333333333334,AUTOMATICA,GASOLINA,1.8,4X2,1000000,1,317.0,1.0,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1000000,HYUNDAI,ELANTRA,2012,13,344117.0,10269.333333333334,AUTOMATICA,GASOLINA,1.8,4X2,1000000,1,317.0,1.0,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1000000,HYUNDAI,ELANTRA,2012,13,344117.0,10269.333333333334,AUTOMATICA,GASOLINA,1.8,4X2,1000000,1,317.0,1.0,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1000000,HYUNDAI,ELANTRA,2012,13,344117.0,10269.333333333334,AUTOMATICA,GASOLINA,1.8,4X2,1000000,1,317.0,1.0,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1000000,HYUNDAI,ELANTRA,2012,13,344117.0,10269.333333333334,AUTOMATICA,GASOLINA,1.8,4X2,1000000,1,317.0,1.0,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1000000,HYUNDAI,ELANTRA,2012,13,344117.0,10269.333333333334,AUTOMATICA,GASOLINA,1.8,4X2,1000000,1,317.0,1.0,Particular,2.0,16.0,1,1,0,0,1,1,1,2.0
1000000,HYUNDAI,ELANTRA,2012,13,344117.0,10269.333333333334,AUTOMATICA,GASOLINA,1.8,4X2,1000000,1,317.0,1.0,Particular,2.0,16.0,0,0,0,0,1,1,0,0.0
1000000,HYUNDAI,ELANTRA,2012,13,344117.0,10269.333333333334,AUTOMATICA,GASOLINA,1.8,4X2,1000000,1,317.0,1.0,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1000000,HYUNDAI,ELANTRA,2012,13,344117.0,10269.333333333334,AUTOMATICA,GASOLINA,1.8,4X2,1000000,1,317.0,1.0,Particular,6.0,10.0,0,0,0,0,0,0,0,0.0
1000000,HYUNDAI,ELANTRA,2012,13,344117.0,10269.333333333334,AUTOMATICA,GASOLINA,1.8,4X2,1000000,1,317.0,1.0,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1000000,HYUNDAI,ELANTRA,2012,13,344117.0,10269.333333333334,AUTOMATICA,GASOLINA,1.8,4X2,1000000,1,317.0,1.0,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1000000,HYUNDAI,ELANTRA,2012,13,344117.0,10269.333333333334,AUTOMATICA,GASOLINA,1.8,4X2,1000000,1,317.0,1.0,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1000000,HYUNDAI,ELANTRA,2012,13,344117.0,10269.333333333334,AUTOMATICA,GASOLINA,1.8,4X2,1000000,1,317.0,1.0,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1000000,HYUNDAI,ELANTRA,2012,13,344117.0,10269.333333333334,AUTOMATICA,GASOLINA,1.8,4X2,1000000,1,317.0,1.0,Particular,2.0,16.0,0,0,0,0,0,0,1,0.0
1000000,HYUNDAI,ELANTRA,2012,13,344117.0,10269.333333333334,AUTOMATICA,GASOLINA,1.8,4X2,1000000,1,317.0,1.0,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1000000,DFM,S30,2016,9,265651.0,26565.1,MECANICA,GASOLINA,1.6,4X2,1000000,0,155.0,1.0,Particular,2.0,14.0,0,0,0,0,0,0,0,0.0
1000000,DFM,S30,2016,9,265651.0,26565.1,MECANICA,GASOLINA,1.6,4X2,1000000,0,155.0,1.0,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1000000,DFM,S30,2016,9,265651.0,26565.1,MECANICA,GASOLINA,1.6,4X2,1000000,0,155.0,1.0,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1000000,DFM,S30,2016,9,265651.0,26565.1,MECANICA,GASOLINA,1.6,4X2,1000000,0,155.0,1.0,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1000000,DFM,S30,2016,9,265651.0,26565.1,MECANICA,GASOLINA,1.6,4X2,1000000,0,155.0,1.0,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1000000,DFM,S30,2016,9,265651.0,26565.1,MECANICA,GASOLINA,1.6,4X2,1000000,0,155.0,1.0,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1000000,DFM,S30,2016,9,265651.0,26565.1,MECANICA,GASOLINA,1.6,4X2,1000000,0,155.0,1.0,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1000000,DFM,S30,2016,9,265651.0,26565.1,MECANICA,GASOLINA,1.6,4X2,1000000,0,155.0,1.0,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1000000,DFM,S30,2016,9,265651.0,26565.1,MECANICA,GASOLINA,1.6,4X2,1000000,0,155.0,1.0,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1000000,DFM,S30,2016,9,265651.0,26565.1,MECANICA,GASOLINA,1.6,4X2,1000000,0,155.0,1.0,Particular,2.0,16.0,1,0,0,0,0,1,1,0.0
1000000,DFM,S30,2016,9,265651.0,26565.1,MECANICA,GASOLINA,1.6,4X2,1000000,0,155.0,1.0,Particular,2.0,16.0,1,0,0,0,0,1,0,0.0
1000000,DFM,S30,2016,9,265651.0,26565.1,MECANICA,GASOLINA,1.6,4X2,1000000,0,155.0,1.0,Particular,2.0,16.0,1,1,0,0,0,0,0,0.0
1000000,DFM,S30,2016,9,265651.0,26565.1,MECANICA,GASOLINA,1.6,4X2,1000000,0,155.0,1.0,Particular,2.0,8.0,0,0,0,0,0,0,0,0.0
1000000,DFM,S30,2016,9,265651.0,26565.1,MECANICA,GASOLINA,1.6,4X2,1000000,0,155.0,1.0,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1000000,DFM,S30,2016,9,265651.0,26565.1,MECANICA,GASOLINA,1.6,4X2,1000000,0,155.0,1.0,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1000000,DFM,S30,2016,9,265651.0,26565.1,MECANICA,GASOLINA,1.6,4X2,1000000,0,155.0,1.0,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1000000,DFM,S30,2016,9,265651.0,26565.1,MECANICA,GASOLINA,1.6,4X2,1000000,0,155.0,1.0,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1000000,DFM,S30,2016,9,265651.0,26565.1,MECANICA,GASOLINA,1.6,4X2,1000000,0,155.0,1.0,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1000000,DFM,S30,2016,9,265651.0,26565.1,MECANICA,GASOLINA,1.6,4X2,1000000,0,155.0,1.0,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
8200000,AUDI,A5 CABRIO,2011,14,145945.0,9729.666666666666,AUTOMATICA,GASOLINA,2.0,4X2,3000000,10,1.595,2.7333333333333334,Particular,7.0,29.0,0,0,0,0,0,0,0,0.0
8200000,AUDI,A5 CABRIO,2011,14,145945.0,9729.666666666666,AUTOMATICA,GASOLINA,2.0,4X2,3000000,10,1.595,2.7333333333333334,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
8200000,AUDI,A5 CABRIO,2011,14,145945.0,9729.666666666666,AUTOMATICA,GASOLINA,2.0,4X2,3000000,10,1.595,2.7333333333333334,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
8200000,AUDI,A5 CABRIO,2011,14,145945.0,9729.666666666666,AUTOMATICA,GASOLINA,2.0,4X2,3000000,10,1.595,2.7333333333333334,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
8200000,AUDI,A5 CABRIO,2011,14,145945.0,9729.666666666666,AUTOMATICA,GASOLINA,2.0,4X2,3000000,10,1.595,2.7333333333333334,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
8200000,AUDI,A5 CABRIO,2011,14,145945.0,9729.666666666666,AUTOMATICA,GASOLINA,2.0,4X2,3000000,10,1.595,2.7333333333333334,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
8200000,AUDI,A5 CABRIO,2011,14,145945.0,9729.666666666666,AUTOMATICA,GASOLINA,2.0,4X2,3000000,10,1.595,2.7333333333333334,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
8200000,AUDI,A5 CABRIO,2011,14,145945.0,9729.666666666666,AUTOMATICA,GASOLINA,2.0,4X2,3000000,10,1.595,2.7333333333333334,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
8200000,AUDI,A5 CABRIO,2011,14,145945.0,9729.666666666666,AUTOMATICA,GASOLINA,2.0,4X2,3000000,10,1.595,2.7333333333333334,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
8200000,AUDI,A5 CABRIO,2011,14,145945.0,9729.666666666666,AUTOMATICA,GASOLINA,2.0,4X2,3000000,10,1.595,2.7333333333333334,Particular,2.0,16.0,1,1,0,0,1,1,1,2.0
8200000,AUDI,A5 CABRIO,2011,14,145945.0,9729.666666666666,AUTOMATICA,GASOLINA,2.0,4X2,3000000,10,1.595,2.7333333333333334,Particular,2.0,16.0,1,0,0,0,1,1,1,1.5
8200000,AUDI,A5 CABRIO,2011,14,145945.0,9729.666666666666,AUTOMATICA,GASOLINA,2.0,4X2,3000000,10,1.595,2.7333333333333334,Particular,2.0,16.0,1,0,0,0,0,0,0,0.0
8200000,AUDI,A5 CABRIO,2011,14,145945.0,9729.666666666666,AUTOMATICA,GASOLINA,2.0,4X2,3000000,10,1.595,2.7333333333333334,Particular,7.0,39.0,0,0,0,0,0,0,0,0.0
8200000,AUDI,A5 CABRIO,2011,14,145945.0,9729.666666666666,AUTOMATICA,GASOLINA,2.0,4X2,3000000,10,1.595,2.7333333333333334,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
8200000,AUDI,A5 CABRIO,2011,14,145945.0,9729.666666666666,AUTOMATICA,GASOLINA,2.0,4X2,3000000,10,1.595,2.7333333333333334,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
8200000,AUDI,A5 CABRIO,2011,14,145945.0,9729.666666666666,AUTOMATICA,GASOLINA,2.0,4X2,3000000,10,1.595,2.7333333333333334,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
8200000,AUDI,A5 CABRIO,2011,14,145945.0,9729.666666666666,AUTOMATICA,GASOLINA,2.0,4X2,3000000,10,1.595,2.7333333333333334,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
8200000,AUDI,A5 CABRIO,2011,14,145945.0,9729.666666666666,AUTOMATICA,GASOLINA,2.0,4X2,3000000,10,1.595,2.7333333333333334,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
8200000,AUDI,A5 CABRIO,2011,14,145945.0,9729.666666666666,AUTOMATICA,GASOLINA,2.0,4X2,3000000,10,1.595,2.7333333333333334,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1400000,CHEVROLET,OPTRA,2011,14,204978.0,13665.2,MECANICA,GASOLINA,1.6,4X2,1000000,2,283.0,1.4,Particular,9.0,11.0,0,0,0,0,0,0,0,0.0
1400000,CHEVROLET,OPTRA,2011,14,204978.0,13665.2,MECANICA,GASOLINA,1.6,4X2,1000000,2,283.0,1.4,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1400000,CHEVROLET,OPTRA,2011,14,204978.0,13665.2,MECANICA,GASOLINA,1.6,4X2,1000000,2,283.0,1.4,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1400000,CHEVROLET,OPTRA,2011,14,204978.0,13665.2,MECANICA,GASOLINA,1.6,4X2,1000000,2,283.0,1.4,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1400000,CHEVROLET,OPTRA,2011,14,204978.0,13665.2,MECANICA,GASOLINA,1.6,4X2,1000000,2,283.0,1.4,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1400000,CHEVROLET,OPTRA,2011,14,204978.0,13665.2,MECANICA,GASOLINA,1.6,4X2,1000000,2,283.0,1.4,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1400000,CHEVROLET,OPTRA,2011,14,204978.0,13665.2,MECANICA,GASOLINA,1.6,4X2,1000000,2,283.0,1.4,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1400000,CHEVROLET,OPTRA,2011,14,204978.0,13665.2,MECANICA,GASOLINA,1.6,4X2,1000000,2,283.0,1.4,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1400000,CHEVROLET,OPTRA,2011,14,204978.0,13665.2,MECANICA,GASOLINA,1.6,4X2,1000000,2,283.0,1.4,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1400000,CHEVROLET,OPTRA,2011,14,204978.0,13665.2,MECANICA,GASOLINA,1.6,4X2,1000000,2,283.0,1.4,Particular,2.0,16.0,1,1,0,0,1,1,0,0.0
1400000,CHEVROLET,OPTRA,2011,14,204978.0,13665.2,MECANICA,GASOLINA,1.6,4X2,1000000,2,283.0,1.4,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1400000,CHEVROLET,OPTRA,2011,14,204978.0,13665.2,MECANICA,GASOLINA,1.6,4X2,1000000,2,283.0,1.4,Particular,2.0,16.0,1,0,1,0,0,0,1,27.5
1400000,CHEVROLET,OPTRA,2011,14,204978.0,13665.2,MECANICA,GASOLINA,1.6,4X2,1000000,2,283.0,1.4,Particular,9.0,11.0,0,0,0,0,0,1,0,0.0
1400000,CHEVROLET,OPTRA,2011,14,204978.0,13665.2,MECANICA,GASOLINA,1.6,4X2,1000000,2,283.0,1.4,Particular,2.0,16.0,0,0,0,0,1,1,0,0.0
1400000,CHEVROLET,OPTRA,2011,14,204978.0,13665.2,MECANICA,GASOLINA,1.6,4X2,1000000,2,283.0,1.4,Particular,2.0,16.0,0,0,0,0,0,1,0,0.0
1400000,CHEVROLET,OPTRA,2011,14,204978.0,13665.2,MECANICA,GASOLINA,1.6,4X2,1000000,2,283.0,1.4,Particular,2.0,16.0,0,0,0,0,0,1,0,0.0
1400000,CHEVROLET,OPTRA,2011,14,204978.0,13665.2,MECANICA,GASOLINA,1.6,4X2,1000000,2,283.0,1.4,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1400000,CHEVROLET,OPTRA,2011,14,204978.0,13665.2,MECANICA,GASOLINA,1.6,4X2,1000000,2,283.0,1.4,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
1400000,CHEVROLET,OPTRA,2011,14,204978.0,13665.2,MECANICA,GASOLINA,1.6,4X2,1000000,2,283.0,1.4,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
2500000,AUDI,A1,2014,11,97295.0,8107.916666666667,AUTOMATICA,GASOLINA,1.4,4X2,2000000,4,735.0,1.25,Particular,4.0,49.0,0,0,0,0,0,0,0,0.0
2500000,AUDI,A1,2014,11,97295.0,8107.916666666667,AUTOMATICA,GASOLINA,1.4,4X2,2000000,4,735.0,1.25,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
2500000,AUDI,A1,2014,11,97295.0,8107.916666666667,AUTOMATICA,GASOLINA,1.4,4X2,2000000,4,735.0,1.25,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
2500000,AUDI,A1,2014,11,97295.0,8107.916666666667,AUTOMATICA,GASOLINA,1.4,4X2,2000000,4,735.0,1.25,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
2500000,AUDI,A1,2014,11,97295.0,8107.916666666667,AUTOMATICA,GASOLINA,1.4,4X2,2000000,4,735.0,1.25,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
2500000,AUDI,A1,2014,11,97295.0,8107.916666666667,AUTOMATICA,GASOLINA,1.4,4X2,2000000,4,735.0,1.25,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
2500000,AUDI,A1,2014,11,97295.0,8107.916666666667,AUTOMATICA,GASOLINA,1.4,4X2,2000000,4,735.0,1.25,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
2500000,AUDI,A1,2014,11,97295.0,8107.916666666667,AUTOMATICA,GASOLINA,1.4,4X2,2000000,4,735.0,1.25,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
2500000,AUDI,A1,2014,11,97295.0,8107.916666666667,AUTOMATICA,GASOLINA,1.4,4X2,2000000,4,735.0,1.25,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
2500000,AUDI,A1,2014,11,97295.0,8107.916666666667,AUTOMATICA,GASOLINA,1.4,4X2,2000000,4,735.0,1.25,Particular,2.0,16.0,1,1,0,0,1,1,1,2.0
2500000,AUDI,A1,2014,11,97295.0,8107.916666666667,AUTOMATICA,GASOLINA,1.4,4X2,2000000,4,735.0,1.25,Particular,2.0,16.0,1,0,0,0,0,1,1,13.0
